,Unnamed: 0,run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.accuracy,metrics.loss,params.hidden_activation,params.batch_size,params.units_2nd_layer,params.epochs,params.units_1st_layer,tags.model,tags.mlflow.user,tags.mlflow.runName,tags.mlflow.source.name,tags.mlflow.source.type
0,0.0,e1eee968bf3d4c169386b71c68da99c2,926124755463801135,FINISHED,file:///mnt/0A2AAC152AABFBB7/sideProjects/deepLearning/notebooks/mlruns/926124755463801135/e1eee968bf3d4c169386b71c68da99c2/artifacts,2024-04-29 09:47:10.132000+00:00,2024-04-29 09:47:10.159000+00:00,0.8488399982452393,0.3855859339237213,relu,512,64,4,64,Base_relu_2,luisggon,upset-snake-27,/mnt/0A2AAC152AABFBB7/sideProjects/deepLearning/.venv/lib/python3.12/site-packages/ipykernel_launcher.py,LOCAL
1,1.0,acccca3ed4d24086bf23482cb15cc9d8,926124755463801135,FINISHED,file:///mnt/0A2AAC152AABFBB7/sideProjects/deepLearning/notebooks/mlruns/926124755463801135/acccca3ed4d24086bf23482cb15cc9d8/artifacts,2024-04-29 09:47:02.683000+00:00,2024-04-29 09:47:02.711000+00:00,0.8739200234413147,0.3137406408786773,relu,512,32,4,32,Base_relu_1,luisggon,receptive-midge-765,/mnt/0A2AAC152AABFBB7/sideProjects/deepLearning/.venv/lib/python3.12/site-packages/ipykernel_launcher.py,LOCAL
2,2.0,be8220fcea6547c4b537882eed3e31ee,926124755463801135,FINISHED,file:///mnt/0A2AAC152AABFBB7/sideProjects/deepLearning/notebooks/mlruns/926124755463801135/be8220fcea6547c4b537882eed3e31ee/artifacts,2024-04-29 09:46:56.301000+00:00,2024-04-29 09:46:56.329000+00:00,0.8805999755859375,0.2945023775100708,relu,512,16,4,16,Base_relu_0,luisggon,colorful-skink-172,/mnt/0A2AAC152AABFBB7/sideProjects/deepLearning/.venv/lib/python3.12/site-packages/ipykernel_launcher.py,LOCAL
0,,2143f77529164b8ca07fca057f2f5a08,926124755463801135,FINISHED,file:///mnt/0A2AAC152AABFBB7/sideProjects/deepLearning/notebooks/mlruns/926124755463801135/2143f77529164b8ca07fca057f2f5a08/artifacts,2024-04-29 10:29:48.952000+00:00,2024-04-29 10:29:49.003000+00:00,0.8708400130271912,0.33813461661338806,tanh,512,64,4,64,Base_tanh_2,luisggon,likeable-deer-618,/mnt/0A2AAC152AABFBB7/sideProjects/deepLearning/.venv/lib/python3.12/site-packages/ipykernel_launcher.py,LOCAL
1,,fd6c45e187074f2680867d44a7fd7738,926124755463801135,FINISHED,file:///mnt/0A2AAC152AABFBB7/sideProjects/deepLearning/notebooks/mlruns/926124755463801135/fd6c45e187074f2680867d44a7fd7738/artifacts,2024-04-29 10:29:40.953000+00:00,2024-04-29 10:29:40.979000+00:00,0.8784000277519226,0.30981308221817017,tanh,512,32,4,32,Base_tanh_1,luisggon,sassy-colt-222,/mnt/0A2AAC152AABFBB7/sideProjects/deepLearning/.venv/lib/python3.12/site-packages/ipykernel_launcher.py,LOCAL
2,,86caf32d83274909b20505b6d3e74afe,926124755463801135,FINISHED,file:///mnt/0A2AAC152AABFBB7/sideProjects/deepLearning/notebooks/mlruns/926124755463801135/86caf32d83274909b20505b6d3e74afe/artifacts,2024-04-29 10:29:34.243000+00:00,2024-04-29 10:29:34.275000+00:00,0.8815199732780457,0.28783440589904785,tanh,512,16,4,16,Base_tanh_0,luisggon,shivering-mouse-746,/mnt/0A2AAC152AABFBB7/sideProjects/deepLearning/.venv/lib/python3.12/site-packages/ipykernel_launcher.py,LOCAL
3,,e1eee968bf3d4c169386b71c68da99c2,926124755463801135,FINISHED,file:///mnt/0A2AAC152AABFBB7/sideProjects/deepLearning/notebooks/mlruns/926124755463801135/e1eee968bf3d4c169386b71c68da99c2/artifacts,2024-04-29 09:47:10.132000+00:00,2024-04-29 09:47:10.159000+00:00,0.8488399982452393,0.3855859339237213,relu,512,64,4,64,Base_relu_2,luisggon,upset-snake-27,/mnt/0A2AAC152AABFBB7/sideProjects/deepLearning/.venv/lib/python3.12/site-packages/ipykernel_launcher.py,LOCAL
4,,acccca3ed4d24086bf23482cb15cc9d8,926124755463801135,FINISHED,file:///mnt/0A2AAC152AABFBB7/sideProjects/deepLearning/notebooks/mlruns/926124755463801135/acccca3ed4d24086bf23482cb15cc9d8/artifacts,2024-04-29 09:47:02.683000+00:00,2024-04-29 09:47:02.711000+00:00,0.8739200234413147,0.31374064087867737,relu,512,32,4,32,Base_relu_1,luisggon,receptive-midge-765,/mnt/0A2AAC152AABFBB7/sideProjects/deepLearning/.venv/lib/python3.12/site-packages/ipykernel_launcher.py,LOCAL
5,,be8220fcea6547c4b537882eed3e31ee,926124755463801135,FINISHED,file:///mnt/0A2AAC152AABFBB7/sideProjects/deepLearning/notebooks/mlruns/926124755463801135/be8220fcea6547c4b537882eed3e31ee/artifacts,2024-04-29 09:46:56.301000+00:00,2024-04-29 09:46:56.329000+00:00,0.8805999755859375,0.2945023775100708,relu,512,16,4,16,Base_relu_0,luisggon,colorful-skink-172,/mnt/0A2AAC152AABFBB7/sideProjects/deepLearning/.venv/lib/python3.12/site-packages/ipykernel_launcher.py,LOCAL
