,run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.loss,metrics.accuracy,params.epochs,params.hidden_activation,params.batch_size,params.units_1st_layer,params.units_2nd_layer,tags.mlflow.runName,tags.mlflow.user,tags.model,tags.mlflow.source.name,tags.mlflow.source.type
0,f8cadb40d1834860acedc8ad0d104d85,852056537141572214,FINISHED,file:///mnt/0A2AAC152AABFBB7/sideProjects/deepLearning/notebooks/mlruns/852056537141572214/f8cadb40d1834860acedc8ad0d104d85/artifacts,2024-04-29 13:38:43.407000+00:00,2024-04-29 13:38:43.436000+00:00,1.5945595502853394,0.6170970797538757,9,relu,512,64,64,bright-wren-878,luisggon,Base_0,/mnt/0A2AAC152AABFBB7/sideProjects/deepLearning/.venv/lib/python3.12/site-packages/ipykernel_launcher.py,LOCAL
1,3c317361783042b6bfdd4134e9a14703,852056537141572214,FINISHED,file:///mnt/0A2AAC152AABFBB7/sideProjects/deepLearning/notebooks/mlruns/852056537141572214/3c317361783042b6bfdd4134e9a14703/artifacts,2024-04-29 13:38:40.224000+00:00,2024-04-29 13:38:40.273000+00:00,1.1116584539413452,0.74799644947052,9,relu,512,64,64,sincere-pig-226,luisggon,Base_0,/mnt/0A2AAC152AABFBB7/sideProjects/deepLearning/.venv/lib/python3.12/site-packages/ipykernel_launcher.py,LOCAL
2,4a0d15ba59e64a50bbcd1a09a14e53b4,852056537141572214,FINISHED,file:///mnt/0A2AAC152AABFBB7/sideProjects/deepLearning/notebooks/mlruns/852056537141572214/4a0d15ba59e64a50bbcd1a09a14e53b4/artifacts,2024-04-29 13:38:36.748000+00:00,2024-04-29 13:38:36.780000+00:00,0.9440346360206604,0.7943009734153748,9,relu,512,64,64,valuable-roo-908,luisggon,Base_0,/mnt/0A2AAC152AABFBB7/sideProjects/deepLearning/.venv/lib/python3.12/site-packages/ipykernel_launcher.py,LOCAL
3,372f37aac0674b8fad9ffe3c291e0f7d,852056537141572214,FINISHED,file:///mnt/0A2AAC152AABFBB7/sideProjects/deepLearning/notebooks/mlruns/852056537141572214/372f37aac0674b8fad9ffe3c291e0f7d/artifacts,2024-04-29 13:38:31.164000+00:00,2024-04-29 13:38:31.191000+00:00,1.0002225637435913,0.7689225077629089,9,relu,512,64,64,wise-smelt-437,luisggon,Base_0,/mnt/0A2AAC152AABFBB7/sideProjects/deepLearning/.venv/lib/python3.12/site-packages/ipykernel_launcher.py,LOCAL
4,48805b853d714a85b449d11e7361052a,852056537141572214,FINISHED,file:///mnt/0A2AAC152AABFBB7/sideProjects/deepLearning/notebooks/mlruns/852056537141572214/48805b853d714a85b449d11e7361052a/artifacts,2024-04-29 13:38:26.850000+00:00,2024-04-29 13:38:26.877000+00:00,0.9845942258834839,0.7715939283370972,9,relu,512,64,64,puzzled-seal-143,luisggon,Base_0,/mnt/0A2AAC152AABFBB7/sideProjects/deepLearning/.venv/lib/python3.12/site-packages/ipykernel_launcher.py,LOCAL
